FORM_NAME,CATEGORY_NAME,MAKE,MODEL,POWER,TYRE_SIZE,NET_WT,NUMBER_WHEELS,NUMBER_AXLES
First Time Registration - Motor Vehicle,Duty Free/Tax Free,SINOTRUK(HOWO),ZZ3257N3847A,9726,12.00R20,12270,10,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,TOWNACE NOAH GF-SR50G,1998,205/65R15,1550,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,FORWARD (FRR12DA),6497,8.25R16,4830,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER UA-ACU30W-AWPGK,2362,225/65R17,1600,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH DBA-ZNE10G- HPPNK,1800,215/45R17,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MERCEDES-BENZ,E 240 GH-211261,2400,225/55R16,1650,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FUSO (P-FK417KK),7545,8.25R16,4830,6,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,SINOTRUK(HOWO),ZZ3257N3847A,9726,12.00R20,12270,10,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA SPACIO GF-AE111N,1587,185/65R14,1180,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (U-LH119V),2779,19R/80R15,1830,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,TOWNACE GA-KM51,1480,165R13,1040,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LAND CRUISER PRADO KH-KZJ95W,2982,265/70R15,2030,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,MV123,9839,295/80R22.5,11000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER CBA-MCU30W-AWAGK(A),2990,195/80R16,1670,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,IPSUM GF-SXM10G,1998,195/65R14,1400,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA FIELDER TA-NZE124G,1490,185/70R15,1200,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SUBARU,FORESTER TA-SG5,1990,205/70R15,1440,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KD-KZH106W),2982,195/65R15,2090,4,2
First Time Registration - Engineering Plant,Ordinary Vehicles,HYSTER,H3.0FT,2351,8 15 R15  6 15 R10,4200,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,SINOTRUK(HOWO),ZZ1257M4341W,9726,11.00R20,7000,10,3
First Time Registration - Motor Vehicle,Duty Free/Tax Free,SINOTRUK(HOWO),ZZ3257N3847A,9726,12.00R20,12270,10,3
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,SINOTRUK(HOWO),JHL5251JSQE,9726,12.00R20,9450,10,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,MARK II GRANDE TA-GX110,1988,185/65R14,1390,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,IST (UA-NCP60),1294,185/55R14,1000,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KG-LH178V),2980,195R15,1860,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (U-FE307BD),4210,6.50R15,2610,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FIGHTER (U-FK417J),7540,8.25R16,4870,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE( Y-KZH106W),2980,225/90R15,2090,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA SPACIO (TA-NZE121N),1490,185/70R14,1170,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LITEACE NOAH GF-SR50G,1998,205/65R15,1570,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KC-LH113V),2779,215/70R15,1680,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALLEX XS150 TA-NZE121,1496,175/70R14,1080,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,SINOTRUK(HOWO),ZZ3257N3847A,9726,12.00R20,12270,10,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,TOYOACE LY61-MDFT,2779,185/65.15,1560,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE SUPER CUSTOM(Y-KZH106W),2983,215/70R15,2070,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,RAUM (E-EXZ10),1496,175/65R14,1090,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER GF-SXU10W,2163,215/70R16,1590,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (U-LH119V),2779,195/60R14,1870,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,PAJERO IO GF-H76W,1830,205/70R15,1340,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALLEX XS150 TA-NZE121,1496,175/70R14,1070,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALPHARD CBA-MNH15W-PFAQK-L,2994,205/65R16,2020,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LAND CRUISER PRADO KH-KZJ95W,2986,265/70R16,1980,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TATA,LPT713,5675,7.50R16,2980,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA SPACIO TA-NZE121N,1496,185/70R14,1180,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO E-AT211,1762,185/65R14,1150,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,GAIA GF-SXM10G,1998,195/65R14,1430,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA,1331,175/65R14,940,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,VITZ CBA-NCP95-AHPGK,1298,185/55R15,1235,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (NKR58EA),3636,6.50R15,2150,6,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,SINOTRUK(HOWO),ZZ1257M4341W,9726,11.00R20,7000,10,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,VITZ GF-SCP10,997,135R13,880,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G-HPPNK,1794,195/65R15,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH (UA-ZNE10G-HPPNK),1794,195/60R15,1320,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO GF-AT211,1762,175/70R14,1150,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,SINOTRUK(HOWO),ZZ3257N3847A,9726,12.00R20,8710,10,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER UA-ACU35W-AWPGK,2360,185/75R14,1730,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,FUN CARGO TA-NCP20,1296,175/55R14,1010,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,275X17/300X17,90,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (NKR58E),3636,7.00R15,2470,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,KTM,390 DUKE,350,140/800-18 90/90-21,250,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO E-AT211,1760,195/70R14,1150,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,SINOTRUK(HOWO),ZZ1257M4341W,9726,11.00R20,7000,10,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO E-AT211,1762,185/65R14,1150,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER N-FB300B,2650,7.00R15,1660,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,DAIHATSU,DELTA (GF-SR40N),1998,195/65R15,1450,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,SINOTRUK(HOWO),ZZ3257N3847A,9726,12.00R20,12270,10,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALTEZZA AS200 GF-SXE10,1998,215/45R17,1360,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO (UA-ZZT240-AEPEKA),1790,195/65R15,1170,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PROBOX UB-NCP50V,1290,165R13,1030,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER CBA-ACU30W-AWPGK,2362,225/65R17,1630,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TATA,SE1613,5883,10.00R20,6500,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA SPACIO CBA-NZE121N-FPPNK,1490,195/70R14,1190,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LAND CRUISER (LJ9512),2779,750/16,1780,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,CVR 14N,7127,206/80R16,10100,6,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO E-AT211,1762,175/70R16,1150,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO E-AT211,1762,175/60R14,1150,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO GF-AT211,1762,175/70R14,1150,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,PICKUP L200 SERIES,2477,265/70R16,1850,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SCOOTER,MD722EAEBE,151,275X18,100,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,KLUGER V TA-ACU25W,2362,225/65R16,1660,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FUSO (FT410V),12032,11R22.5,8000,16,5
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALLEX XS150 TA-NZE121,1496,175/70R14,1070,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SYM,125I,125,2.25/16,165,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,YAMAHA,MAJESTY 125,125,2.25/16,165,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER UA-MCU30W-AWAGKB,2362,235/55R18,1630,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,NISSAN,DATSUN T-D21,1626,185R14,1170,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (LH117G-GHMDS),1990,195/80R15,1820,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH CBA-ZNE10G,1794,195/65R15,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,RAV4 SXA11,1990,205/45R15,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA (NZE 121),1496,175/70R14,1060,4,2
First Time Registration - Engineering Plant,Ordinary Vehicles,HITACHI,EX 210 LC,5883,8M X 0.6M,20044,2,1
First Time Registration - Motor Vehicle,Duty Free/Tax Free,TOYOTA,LANDCRUISER (HZJ79R-DKMRS),4164,7.50R16,2270,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO E-AT211,1762,175/70R14,1150,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FUSO (FK515K),7545,750R16,4000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH (UA-ZNE10G-HPPNK),1794,195/65R15,1300,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BOSS,UG BOSS 125,125,2.17X3.17,100,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LITEACE TRUCK T-KM51,1480,185R14,1040,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (NHR55E),2779,1700R15,1690,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (U-FE305B),3567,185/70R15,2000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,SUCCEED UA-NCP58G-FWPLK,1496,195/65R15,1060,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TATA,LPT713,5675,7.50X16,2980,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO GF-AT211,1762,175/70R14,1150,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FB308B),2834,185/55R14,2120,6,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,TOYOTA,LANDCRUISER (HZJ79R-DKMRS),4164,7.50R16,2270,4,3
First Time Registration - Motor Vehicle,Duty Free/Tax Free,LEYLAND,TRACTOR (272),1498,F7.5R15 R18.4R30,4000,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,MARK II TA-GX110,1988,195/65R15,1380,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FB308B),2830,175R13,1500,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (U-FE437E),4210,205/85R16,2530,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE LH113V-RRPES,2779,225/70R16,1000,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FE315BD),4210,7.00R16,2390,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF U-NKR55E,2770,7.00R15,2090,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FE337E),4210,6.50R16,2990,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH (UA-ZNE10G-HPPNK),1794,195/60R15,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KG-LH172V),2985,195/80R15,1770,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,PAJERO LA-V73W,2970,265/70R16,2060,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,NISSAN,HARDBODY ADNJJ84,3153,215R15,1918,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (FE317BD),4214,6.50R16,2000,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE KC-LH113V,2779,195/65R15,1670,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,ROSA (BE449F),3900,700R16,3650,6,2
First Time Registration - Motor Cycle,Ordinary Vehicles,HAOJIN,LZL12P,125,3.00-17,125,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,NISSAN,"Datsun Pick-up, 4WD",3153,215/80R15,1670,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,3.00-17 2.75-17,125,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,Corona Premio/Carina AT211,1762,175/70R14,1150,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FUSO (P-FK417K),7545,825R16,5070,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TGB,BLADE,325,23X8-10/23X10-10,357,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,HAOJIN,CG162,125,3.00-17,101,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,3.00-17/2.75-17,125,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALLEX XS150 UA-NZE121,1496,185/70R14,1080,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,FORWARD (P-FRR12J),6494,7.50R16,4040,6,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,TOYOTA,LANDCRUISER (HZJ79R-DKMRS),4164,7.50R16,2270,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,LITEACE (KB-CM65),1974,185/70R15,1760,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF-S-NHR55E,2770,6.00R15,1980,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALPHARD UA-ANH15W,2360,205/65R15,1900,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MERCEDES-BENZ,E 240 GF-210261,2600,225/55R16,2105,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (U-FE315BD),3560,6.50R16,2400,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (NPR58P),3630,7.00/R15,3290,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G-HPPNK,1790,195/16R14,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALPHARD CBA-ANH15W,2362,175/90R15,1900,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KR-KDH205V),2496,195/80R15,1880,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE SUPER CUSTOM(Y-KZH106W),2982,225/90R15,2050,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH CBA-ZNE10G,1794,195/60R15,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G-HPPNK,1794,195/65R15,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,TOWNACE (T-YM60),1812,175R15,1260,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,KLUGER V TA-ACU20W,2362,225/65R17,1550,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HILUX (KDN165),2494,265/70R16,2000,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,TOYOTA,LANDCRUISER  70 (HZJ76R-RKMRS),4164,7.50R16,2180,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,NISSAN,VANETTE LARGO (E-KHGC22),1480,165R13,940,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,TOYOTA,LANDCRUISER  70 (HZJ78R-RJMRS),4164,7.50R16,2185,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G-HPPNK,1794,195/65R15,1300,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,TOYOTA,LANDCRUISER (HZJ79R-DKMRS),4164,7.50R16,2270,4,2
First Time Registration - Trailer,Ordinary Vehicles,SEM,650B,,10.00R20,1000,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE SUPER CUSTOM (KD-KZH106W),2983,195/65R15,2120,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,RAUM GF-EXZ10,1496,195/65R15,1090,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G-HPPNK,1794,195/65R15,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,RAV4J TA-ZCA26W,1794,226/90R17,1200,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO E-AT211,1762,175/70R14,1150,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO GF-AT210,1580,175/70R14,1140,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SUBARU,FORESTER TA-SG5,1990,205/70R15,1350,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SUBARU,FORESTER (CBA-SG5),1990,215/60R16,1390,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALPHARD TA-MNH15W,2994,225/65R15,1950,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,TOYOTA,LANDCRUISER (HZJ79R-DKMRS),4164,7.50R16,2270,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BOSS,UG BOSS 125,125,2.17X3.17,100,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO GF-AT211,1762,175/65R14,1150,4,2
First Time Registration - Motor Vehicle,Statutory Corporations,SUZUKI,GRAND VITARA (JLX),2000,225/70R16,600,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA SPACIO GF-AE111N,1584,185/70R14,1190,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA SPACIO CBA-NZE121N-FPPNK,1496,185/70R14,1190,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,TOYOTA,LAND CRUISER PRADO CBA-TRJ150W-GGPEK,2700,265/65R17,2305,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,PREMIO UA-ZZT240,1790,185/70R14,1170,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,TOYOTA,HILUX  (KUN125R-DNFSYN),2500,225/70R17,1939,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,NISSAN,Primera (Petrol),1800,205/60R16,1200,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,3.00-17/2.75-17,125,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SENKE,SK125,125,2.75-18,101,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,3.00-17/2.75-17,125,2,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SENKO,LGVSJP125,125,2.75-18/3.00-18,95,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,SUBARU,FORESTER TA-SG5,1998,215/60R16,1410,4,2
First Time Registration - Engineering Plant,Duty Free/Tax Free,CATERPILLAR,DP3ONT,3500,6.50-10,1060,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BAJAJ,BOXER,100,3.00-17/2.75-17,125,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (Q-LH107W),2770,215/70R15,1980,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,REGIUSACE (KG-LH172V),2985,195/80R15,1620,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BOSS,UG BOSS 125,125,2.17X3.17,100,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G,1794,195/65R15,1330,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G-HPPNK,1794,195/65R15,1300,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,TOYOTA,LANDCRUISER (HZJ79R-DKMRS),4164,7.50R16,2270,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KG-LH178V),2985,215/70R15,1840,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G-HPPNK,1794,175/90R15,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,ALPHARD TA-MNH15W,2994,205/65R16,1950,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER (U-FE435E),3560,6.00/R15,2730,6,2
First Time Registration - Motor Cycle,Ordinary Vehicles,BOSS,UG BOSS 125,125,2.17X3.17,110,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH (UA-ZNE10G-HPPNK),1794,195/65R15,1310,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (NKR58),3636,7.00R15,2250,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KC-LH113V),2779,195/80R15,1680,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA DX GF-AE110,1490,175/65R14,1060,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER CBA-ACU30W-AWPGK,2362,225/65R17,1660,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,FORD,EVEREST TREND XLT,2200,265/60R18,2157,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TATA,LPT713,5675,7.50X16,2980,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,ISUZU,ELF (P-NKR58ED),3636,7.00-15,2420,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH UA-ZNE10G,1794,195/65R15,1300,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,FUSO (FV415JR),16030,10.00R20,11500,10,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,MERCEDES-BENZ,C200 E202020,1990,215/65R15,1380,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,CORONA PREMIO GF-AT211,1762,175/70R14,1150,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MITSUBISHI,CANTER N-FB300B,2659,6.50R15,1500,6,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HARRIER CBA-ACU35W-AWPGK(F),2362,225/70R16,1710,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,MARK II TA-GX110,1988,185/70R15,1380,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,MERCEDES-BENZ,SL350 DBA-230458,3498,235/65R17,1800,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KG-LH172V),2980,195/80R15,1650,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,COROLLA SPACIO TA-NZE121N,1496,185/65R15,1170,4,2
First Time Registration - Motor Cycle,Ordinary Vehicles,SCOOTER,MD723FBEBE,151,3.00X17,162,2,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,NOAH TA-AZR65G,1998,205/70R15,1590,4,2
First Time Registration - Motor Vehicle,Duty Free/Tax Free,TOYOTA,LANDCRUISER (HZJ79R-DKMRS),4164,7.50R16,2270,4,3
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,WISH CBA-ZNE10G,1794,195/65R15,1320,4,2
First Time Registration - Motor Vehicle,Ordinary Vehicles,TOYOTA,HIACE (KC-LH119V),2779,195/80R15,1820,4,2
